Country/Region,Region,Year,Business Tax Rate,Days to Start Business,Ease of Business,Hours to do Tax,Lending Interest
South Korea,Asia,12/1/2002,0,0,0,0,0.068
Kyrgyzstan,Asia,12/1/2002,0,0,0,0,0.248
Laos,Asia,12/1/2002,0,0,0,0,0.293
Macao SAR,Asia,12/1/2002,0,0,0,0,0.061
Malaysia,Asia,12/1/2002,0,0,0,0,0.065
Maldives,Asia,12/1/2002,0,0,0,0,0.135
Mongolia,Asia,12/1/2002,0,0,0,0,0.355
Myanmar,Asia,12/1/2002,0,0,0,0,0.15
Nepal,Asia,12/1/2002,0,0,0,0,0.068
Pakistan,Asia,12/1/2002,0,0,0,0,0
Philippines,Asia,12/1/2002,0,0,0,0,0.091
Singapore,Asia,12/1/2002,0,0,0,0,0.053
Sri Lanka,Asia,12/1/2002,0,0,0,0,0.132
Tajikistan,Asia,12/1/2002,0,0,0,0,0.147
Thailand,Asia,12/1/2002,0,0,0,0,0.069
Timor-Leste,Asia,12/1/2002,0,0,0,0,0
Turkmenistan,Asia,12/1/2002,0,0,0,0,0
Uzbekistan,Asia,12/1/2002,0,0,0,0,0
Vietnam,Asia,12/1/2002,0,0,0,0,0.091
Albania,Europe,12/1/2002,0,0,0,0,0.153
Andorra,Europe,12/1/2002,0,0,0,0,0
Austria,Europe,12/1/2002,0,0,0,0,0
Belarus,Europe,12/1/2002,0,0,0,0,0.369
Belgium,Europe,12/1/2002,0,0,0,0,0.077
Bosnia and Herzegovina,Europe,12/1/2002,0,0,0,0,0.127
Bulgaria,Europe,12/1/2002,0,0,0,0,0.092
Croatia,Europe,12/1/2002,0,0,0,0,0.128
Cyprus,Europe,12/1/2002,0,0,0,0,0.072
Czech Republic,Europe,12/1/2002,0,0,0,0,0.067
Denmark,Europe,12/1/2002,0,0,0,0,0.071
Estonia,Europe,12/1/2002,0,0,0,0,0.067
Faeroe Islands,Europe,12/1/2002,0,0,0,0,0
Finland,Europe,12/1/2002,0,0,0,0,0.048
France,Europe,12/1/2002,0,0,0,0,0.066
Germany,Europe,12/1/2002,0,0,0,0,0.097
Greece,Europe,12/1/2002,0,0,0,0,0.074
Hungary,Europe,12/1/2002,0,0,0,0,0.102
Iceland,Europe,12/1/2002,0,0,0,0,0.154
Ireland,Europe,12/1/2002,0,0,0,0,0.038
Isle of Man,Europe,12/1/2002,0,0,0,0,0
Italy,Europe,12/1/2002,0,0,0,0,0.065
Kosovo,Europe,12/1/2002,0,0,0,0,0
Latvia,Europe,12/1/2002,0,0,0,0,0.08
Liechtenstein,Europe,12/1/2002,0,0,0,0,0
Lithuania,Europe,12/1/2002,0,0,0,0,0.068
Luxembourg,Europe,12/1/2002,0,0,0,0,0
North Macedonia,Europe,12/1/2002,0,0,0,0,0.184
Malta,Europe,12/1/2002,0,0,0,0,0.06
Moldova,Europe,12/1/2002,0,0,0,0,0.235
Monaco,Europe,12/1/2002,0,0,0,0,0
Montenegro,Europe,12/1/2002,0,0,0,0,0
Netherlands,Europe,12/1/2002,0,0,0,0,0.04
Norway,Europe,12/1/2002,0,0,0,0,0.087
Poland,Europe,12/1/2002,0,0,0,0,0.12
Portugal,Europe,12/1/2002,0,0,0,0,0
Romania,Europe,12/1/2002,0,0,0,0,0.354
Russia,Europe,12/1/2002,0,0,0,0,0.157
San Marino,Europe,12/1/2002,0,0,0,0,0.08
Serbia,Europe,12/1/2002,0,0,0,0,0.197
Slovakia,Europe,12/1/2002,0,0,0,0,0.103
Slovenia,Europe,12/1/2002,0,0,0,0,0.132
Spain,Europe,12/1/2002,0,0,0,0,0.043
Sweden,Europe,12/1/2002,0,0,0,0,0.056
Switzerland,Europe,12/1/2002,0,0,0,0,0.039
Turkey,Europe,12/1/2002,0,0,0,0,0
Ukraine,Europe,12/1/2002,0,0,0,0,0.253
United Kingdom,Europe,12/1/2002,0,0,0,0,0.04
Bahrain,Middle East,12/1/2002,0,0,0,0,0.084
Iran,Middle East,12/1/2002,0,0,0,0,0
Iraq,Middle East,12/1/2002,0,0,0,0,0
Israel,Middle East,12/1/2002,0,0,0,0,0.099
Jordan,Middle East,12/1/2002,0,0,0,0,0.102
Kuwait,Middle East,12/1/2002,0,0,0,0,0.065
Lebanon,Middle East,12/1/2002,0,0,0,0,0.166
Oman,Middle East,12/1/2002,0,0,0,0,0.085
Qatar,Middle East,12/1/2002,0,0,0,0,0
Saudi Arabia,Middle East,12/1/2002,0,0,0,0,0
Syria,Middle East,12/1/2002,0,0,0,0,0.09
United Arab Emirates,Middle East,12/1/2002,0,0,0,0,0
Yemen,Middle East,12/1/2002,0,0,0,0,0.177
American Samoa,Oceania,12/1/2002,0,0,0,0,0
Australia,Oceania,12/1/2002,0,0,0,0,0.082
Fiji,Oceania,12/1/2002,0,0,0,0,0.081
French Polynesia,Oceania,12/1/2002,0,0,0,0,0
Guam,Oceania,12/1/2002,0,0,0,0,0
Kiribati,Oceania,12/1/2002,0,0,0,0,0
Marshall Islands,Oceania,12/1/2002,0,0,0,0,0
"Micronesia, Fed. Sts.",Oceania,12/1/2002,0,0,0,0,0.153
New Caledonia,Oceania,12/1/2002,0,0,0,0,0
New Zealand,Oceania,12/1/2002,0,0,0,0,0.072
Papua New Guinea,Oceania,12/1/2002,0,0,0,0,0.139
Samoa,Oceania,12/1/2002,0,0,0,0,0.114
Solomon Islands,Oceania,12/1/2002,0,0,0,0,0.146
Tonga,Oceania,12/1/2002,0,0,0,0,0.114
Vanuatu,Oceania,12/1/2002,0,0,0,0,0.074
Antigua and Barbuda,The Americas,12/1/2002,0,0,0,0,0.114
Argentina,The Americas,12/1/2002,0,0,0,0,0.517
Aruba,The Americas,12/1/2002,0,0,0,0,0.131
"Bahamas, The",The Americas,12/1/2002,0,0,0,0,0.06
Barbados,The Americas,12/1/2002,0,0,0,0,0.085
Belize,The Americas,12/1/2002,0,0,0,0,0.148
Bermuda,The Americas,12/1/2002,0,0,0,0,0
Bolivia,The Americas,12/1/2002,0,0,0,0,0.206
Brazil,The Americas,12/1/2002,0,0,0,0,0.629
Canada,The Americas,12/1/2002,0,0,0,0,0.042
Cayman Islands,The Americas,12/1/2002,0,0,0,0,0
Chile,The Americas,12/1/2002,0,0,0,0,0.078
Colombia,The Americas,12/1/2002,0,0,0,0,0.163
Costa Rica,The Americas,12/1/2002,0,0,0,0,0.264
Cuba,The Americas,12/1/2002,0,0,0,0,0
Curacao,The Americas,12/1/2002,0,0,0,0,0
Dominica,The Americas,12/1/2002,0,0,0,0,0.11
Dominican Republic,The Americas,12/1/2002,0,0,0,0,0.261
Ecuador,The Americas,12/1/2002,0,0,0,0,0.158
El Salvador,The Americas,12/1/2002,0,0,0,0,0
Greenland,The Americas,12/1/2002,0,0,0,0,0
Grenada,The Americas,12/1/2002,0,0,0,0,0.113
Guatemala,The Americas,12/1/2002,0,0,0,0,0.169
Guyana,The Americas,12/1/2002,0,0,0,0,0.163
Haiti,The Americas,12/1/2002,0,0,0,0,0.342
Honduras,The Americas,12/1/2002,0,0,0,0,0.227
Jamaica,The Americas,12/1/2002,0,0,0,0,0.185
Mexico,The Americas,12/1/2002,0,0,0,0,0.082
Nicaragua,The Americas,12/1/2002,0,0,0,0,0.183
Panama,The Americas,12/1/2002,0,0,0,0,0.106
Paraguay,The Americas,12/1/2002,0,0,0,0,0.387
Peru,The Americas,12/1/2002,0,0,0,0,0.208
Puerto Rico,The Americas,12/1/2002,0,0,0,0,0
Sint Maarten (Dutch part),The Americas,12/1/2002,0,0,0,0,0
St. Kitts and Nevis,The Americas,12/1/2002,0,0,0,0,0.109
St. Lucia,The Americas,12/1/2002,0,0,0,0,0.126
St. Martin (French part),The Americas,12/1/2002,0,0,0,0,0
St. Vincent and the Grenadines,The Americas,12/1/2002,0,0,0,0,0.116
Suriname,The Americas,12/1/2002,0,0,0,0,0.222
Trinidad and Tobago,The Americas,12/1/2002,0,0,0,0,0.125
Turks and Caicos Islands,The Americas,12/1/2002,0,0,0,0,0
United States,The Americas,12/1/2002,0,0,0,0,0.047
Uruguay,The Americas,12/1/2002,0,0,0,0,1.184
Venezuela,The Americas,12/1/2002,0,0,0,0,0.366
Algeria,Africa,12/1/2003,0,25,0,0,0.081
Angola,Africa,12/1/2003,0,119,0,0,0.961
Benin,Africa,12/1/2003,0,32,0,0,0
Botswana,Africa,12/1/2003,0,107,0,0,0.164
Burkina Faso,Africa,12/1/2003,0,40,0,0,0
Burundi,Africa,12/1/2003,0,13,0,0,0.182
Cameroon,Africa,12/1/2003,0,45,0,0,0.18
Central African Republic,Africa,12/1/2003,0,22,0,0,0.18
Chad,Africa,12/1/2003,0,64,0,0,0.18
Comoros,Africa,12/1/2003,0,0,0,0,0.118
Congo (Kinshasa),Africa,12/1/2003,0,166,0,0,0
Congo (Brazzaville),Africa,12/1/2003,0,37,0,0,0.18
Cote d'Ivoire,Africa,12/1/2003,0,62,0,0,0
Djibouti,Africa,12/1/2003,0,0,0,0,0.113
Egypt,Africa,12/1/2003,0,37,0,0,0.135
Equatorial Guinea,Africa,12/1/2003,0,0,0,0,0.18
Eritrea,Africa,12/1/2003,0,0,0,0,0
Ethiopia,Africa,12/1/2003,0,46,0,0,0.07
Gabon,Africa,12/1/2003,0,0,0,0,0.18
"Gambia, The",Africa,12/1/2003,0,0,0,0,0.293
Ghana,Africa,12/1/2003,0,22,0,0,0
Guinea,Africa,12/1/2003,0,40,0,0,0
Guinea-Bissau,Africa,12/1/2003,0,0,0,0,0
Kenya,Africa,12/1/2003,0,60,0,0,0.166
Lesotho,Africa,12/1/2003,0,93,0,0,0.16
Liberia,Africa,12/1/2003,0,0,0,0,0.171
Libya,Africa,12/1/2003,0,0,0,0,0.07
Madagascar,Africa,12/1/2003,0,67,0,0,0.243
Malawi,Africa,12/1/2003,0,45,0,0,0.489
Mali,Africa,12/1/2003,0,41,0,0,0
Mauritania,Africa,12/1/2003,0,82,0,0,0.21
Mauritius,Africa,12/1/2003,0,0,0,0,0.21
Morocco,Africa,12/1/2003,0,36,0,0,0.126
Mozambique,Africa,12/1/2003,0,153,0,0,0.247
Namibia,Africa,12/1/2003,0,85,0,0,0.147
Niger,Africa,12/1/2003,0,35,0,0,0
Nigeria,Africa,12/1/2003,0,36,0,0,0.207
Rwanda,Africa,12/1/2003,0,18,0,0,0.171
Sao Tome and Principe,Africa,12/1/2003,0,0,0,0,0.296
Senegal,Africa,12/1/2003,0,59,0,0,0
Seychelles,Africa,12/1/2003,0,0,0,0,0.106
Sierra Leone,Africa,12/1/2003,0,26,0,0,0.2
Somalia,Africa,12/1/2003,0,0,0,0,0
South Africa,Africa,12/1/2003,0,38,0,0,0.15
South Sudan,Africa,12/1/2003,0,0,0,0,0
Sudan,Africa,12/1/2003,0,0,0,0,0
Swaziland,Africa,12/1/2003,0,0,0,0,0.146
Tanzania,Africa,12/1/2003,0,28,0,0,0.145
Togo,Africa,12/1/2003,0,65,0,0,0
Tunisia,Africa,12/1/2003,0,11,0,0,0
Uganda,Africa,12/1/2003,0,34,0,0,0.189
Zambia,Africa,12/1/2003,0,35,0,0,0.406
Zimbabwe,Africa,12/1/2003,0,97,0,0,0.973
Afghanistan,Asia,12/1/2003,0,0,0,0,0
Armenia,Asia,12/1/2003,0,18,0,0,0.208
Azerbaijan,Asia,12/1/2003,0,105,0,0,0.155
Bangladesh,Asia,12/1/2003,0,50,0,0,0.16
Bhutan,Asia,12/1/2003,0,62,0,0,0.15
Brunei,Asia,12/1/2003,0,0,0,0,0.055
Cambodia,Asia,12/1/2003,0,94,0,0,0
China,Asia,12/1/2003,0,48,0,0,0.053
Georgia,Asia,12/1/2003,0,25,0,0,0.238
Hong Kong SAR,Asia,12/1/2003,0,11,0,0,0.05
India,Asia,12/1/2003,0,89,0,0,0.115
Indonesia,Asia,12/1/2003,0,168,0,0,0.169
Japan,Asia,12/1/2003,0,31,0,0,0.018
Kazakhstan,Asia,12/1/2003,0,26,0,0,0
North Korea,Asia,12/1/2003,0,0,0,0,0
South Korea,Asia,12/1/2003,0,17,0,0,0.062
Kyrgyzstan,Asia,12/1/2003,0,21,0,0,0.191
Laos,Asia,12/1/2003,0,153,0,0,0.305
Macao SAR,Asia,12/1/2003,0,0,0,0,0.06
Malaysia,Asia,12/1/2003,0,37,0,0,0.063
Maldives,Asia,12/1/2003,0,13,0,0,0.14
Mongolia,Asia,12/1/2003,0,20,0,0,0.319
Myanmar,Asia,12/1/2003,0,0,0,0,0.15
Nepal,Asia,12/1/2003,0,31,0,0,0.074
Pakistan,Asia,12/1/2003,0,24,0,0,0
Philippines,Asia,12/1/2003,0,49,0,0,0.095
Singapore,Asia,12/1/2003,0,8,0,0,0.053
Sri Lanka,Asia,12/1/2003,0,58,0,0,0.103
Tajikistan,Asia,12/1/2003,0,0,0,0,0.167
Thailand,Asia,12/1/2003,0,33,0,0,0.059
Timor-Leste,Asia,12/1/2003,0,0,0,0,0.167
Turkmenistan,Asia,12/1/2003,0,0,0,0,0
Uzbekistan,Asia,12/1/2003,0,29,0,0,0
Vietnam,Asia,12/1/2003,0,59,0,0,0.095
Albania,Europe,12/1/2003,0,41,0,0,0.143
Andorra,Europe,12/1/2003,0,0,0,0,0
Austria,Europe,12/1/2003,0,25,0,0,0
Belarus,Europe,12/1/2003,0,79,0,0,0.24
Belgium,Europe,12/1/2003,0,56,0,0,0.069
Bosnia and Herzegovina,Europe,12/1/2003,0,68,0,0,0.109
Bulgaria,Europe,12/1/2003,0,32,0,0,0.085
Croatia,Europe,12/1/2003,0,29,0,0,0.116
Cyprus,Europe,12/1/2003,0,0,0,0,0.069
Czech Republic,Europe,12/1/2003,0,40,0,0,0.059
Denmark,Europe,12/1/2003,0,7,0,0,0
Estonia,Europe,12/1/2003,0,72,0,0,0.055
Faeroe Islands,Europe,12/1/2003,0,0,0,0,0
Finland,Europe,12/1/2003,0,31,0,0,0.041
France,Europe,12/1/2003,0,41,0,0,0.066
Germany,Europe,12/1/2003,0,45,0,0,0
Greece,Europe,12/1/2003,0,38,0,0,0.068
Hungary,Europe,12/1/2003,0,52,0,0,0.096
Iceland,Europe,12/1/2003,0,0,0,0,0.12
Ireland,Europe,12/1/2003,0,18,0,0,0.028
Isle of Man,Europe,12/1/2003,0,0,0,0,0
Italy,Europe,12/1/2003,0,23,0,0,0.058
Kosovo,Europe,12/1/2003,0,0,0,0,0
Latvia,Europe,12/1/2003,0,16,0,0,0.054
Liechtenstein,Europe,12/1/2003,0,0,0,0,0
Lithuania,Europe,12/1/2003,0,26,0,0,0.058
Luxembourg,Europe,12/1/2003,0,0,0,0,0
North Macedonia,Europe,12/1/2003,0,48,0,0,0.16
Malta,Europe,12/1/2003,0,0,0,0,0.059
Moldova,Europe,12/1/2003,0,42,0,0,0.193
Monaco,Europe,12/1/2003,0,0,0,0,0
Montenegro,Europe,12/1/2003,0,0,0,0,0
Netherlands,Europe,12/1/2003,0,9,0,0,0.03
Norway,Europe,12/1/2003,0,18,0,0,0.047
Poland,Europe,12/1/2003,0,31,0,0,0.073
Portugal,Europe,12/1/2003,0,78,0,0,0
Romania,Europe,12/1/2003,0,29,0,0,0.254
Russia,Europe,12/1/2003,0,43,0,0,0.13
San Marino,Europe,12/1/2003,0,0,0,0,0.075
Serbia,Europe,12/1/2003,0,56,0,0,0.155
Slovakia,Europe,12/1/2003,0,103,0,0,0.085
Slovenia,Europe,12/1/2003,0,60,0,0,0.108
Spain,Europe,12/1/2003,0,114,0,0,0
Sweden,Europe,12/1/2003,0,16,0,0,0.048
Switzerland,Europe,12/1/2003,0,20,0,0,0.033
Turkey,Europe,12/1/2003,0,38,0,0,0
Ukraine,Europe,12/1/2003,0,40,0,0,0.179
United Kingdom,Europe,12/1/2003,0,13,0,0,0.037
Bahrain,Middle East,12/1/2003,0,0,0,0,0.083
Iran,Middle East,12/1/2003,0,29,0,0,0
Iraq,Middle East,12/1/2003,0,0,0,0,0
Israel,Middle East,12/1/2003,0,20,0,0,0.106
Jordan,Middle East,12/1/2003,0,79,0,0,0.093
Kuwait,Middle East,12/1/2003,0,35,0,0,0.054
Lebanon,Middle East,12/1/2003,0,46,0,0,0.134
Oman,Middle East,12/1/2003,0,35,0,0,0.082
Qatar,Middle East,12/1/2003,0,0,0,0,0
Saudi Arabia,Middle East,12/1/2003,0,74,0,0,0
Syria,Middle East,12/1/2003,0,43,0,0,0.075
United Arab Emirates,Middle East,12/1/2003,0,19,0,0,0
Yemen,Middle East,12/1/2003,0,72,0,0,0.18
American Samoa,Oceania,12/1/2003,0,0,0,0,0
Australia,Oceania,12/1/2003,0,3,0,0,0.084
Fiji,Oceania,12/1/2003,0,45,0,0,0.076
French Polynesia,Oceania,12/1/2003,0,0,0,0,0
Guam,Oceania,12/1/2003,0,0,0,0,0
Kiribati,Oceania,12/1/2003,0,21,0,0,0
Marshall Islands,Oceania,12/1/2003,0,17,0,0,0
"Micronesia, Fed. Sts.",Oceania,12/1/2003,0,16,0,0,0.15
New Caledonia,Oceania,12/1/2003,0,0,0,0,0
New Zealand,Oceania,12/1/2003,0,12,0,0,0.07
Papua New Guinea,Oceania,12/1/2003,0,51,0,0,0.134
Samoa,Oceania,12/1/2003,0,42,0,0,0.113
Solomon Islands,Oceania,12/1/2003,0,56,0,0,0.147
Tonga,Oceania,12/1/2003,0,32,0,0,0.113
Vanuatu,Oceania,12/1/2003,0,39,0,0,0.059
Antigua and Barbuda,The Americas,12/1/2003,0,0,0,0,0.128
Argentina,The Americas,12/1/2003,0,66,0,0,0.191
Aruba,The Americas,12/1/2003,0,0,0,0,0.115
"Bahamas, The",The Americas,12/1/2003,0,0,0,0,0.06
Barbados,The Americas,12/1/2003,0,0,0,0,0.085
Belize,The Americas,12/1/2003,0,0,0,0,0.143
Bermuda,The Americas,12/1/2003,0,0,0,0,0
Bolivia,The Americas,12/1/2003,0,60,0,0,0.177
Brazil,The Americas,12/1/2003,0,152,0,0,0.671
Canada,The Americas,12/1/2003,0,3,0,0,0.047
Cayman Islands,The Americas,12/1/2003,0,0,0,0,0
Chile,The Americas,12/1/2003,0,27,0,0,0.062
Colombia,The Americas,12/1/2003,0,60,0,0,0.152
Costa Rica,The Americas,12/1/2003,0,77,0,0,0.256
Cuba,The Americas,12/1/2003,0,0,0,0,0
Curacao,The Americas,12/1/2003,0,0,0,0,0
Dominica,The Americas,12/1/2003,0,0,0,0,0.115
Dominican Republic,The Americas,12/1/2003,0,77,0,0,0.314
Ecuador,The Americas,12/1/2003,0,92,0,0,0.136
El Salvador,The Americas,12/1/2003,0,115,0,0,0
Greenland,The Americas,12/1/2003,0,0,0,0,0
Grenada,The Americas,12/1/2003,0,0,0,0,0.12
Guatemala,The Americas,12/1/2003,0,39,0,0,0.15
Guyana,The Americas,12/1/2003,0,0,0,0,0.15
Haiti,The Americas,12/1/2003,0,202,0,0,0.442
Honduras,The Americas,12/1/2003,0,62,0,0,0.208
Jamaica,The Americas,12/1/2003,0,31,0,0,0.189
Mexico,The Americas,12/1/2003,0,58,0,0,0.07
Nicaragua,The Americas,12/1/2003,0,46,0,0,0.155
Panama,The Americas,12/1/2003,0,18,0,0,0.099
Paraguay,The Americas,12/1/2003,0,74,0,0,0.5
Peru,The Americas,12/1/2003,0,98,0,0,0.21
Puerto Rico,The Americas,12/1/2003,0,7,0,0,0
Sint Maarten (Dutch part),The Americas,12/1/2003,0,0,0,0,0
St. Kitts and Nevis,The Americas,12/1/2003,0,0,0,0,0.122
St. Lucia,The Americas,12/1/2003,0,0,0,0,0.15
St. Martin (French part),The Americas,12/1/2003,0,0,0,0,0
St. Vincent and the Grenadines,The Americas,12/1/2003,0,0,0,0,0.118
Suriname,The Americas,12/1/2003,0,0,0,0,0.21
Trinidad and Tobago,The Americas,12/1/2003,0,0,0,0,0.112
Turks and Caicos Islands,The Americas,12/1/2003,0,0,0,0,0
United States,The Americas,12/1/2003,0,6,0,0,0.041
Uruguay,The Americas,12/1/2003,0,45,0,0,0.589
Venezuela,The Americas,12/1/2003,0,141,0,0,0.252
Algeria,Africa,12/1/2004,0,25,0,0,0.08
Angola,Africa,12/1/2004,0,119,0,0,0.823
Benin,Africa,12/1/2004,0,31,0,0,0
Botswana,Africa,12/1/2004,0,107,0,0,0.158
Burkina Faso,Africa,12/1/2004,0,40,0,0,0
Burundi,Africa,12/1/2004,0,13,0,0,0.183
Cameroon,Africa,12/1/2004,0,45,0,0,0.18
Central African Republic,Africa,12/1/2004,0,22,0,0,0.18
Chad,Africa,12/1/2004,0,64,0,0,0.18
Comoros,Africa,12/1/2004,0,0,0,0,0.11
Congo (Kinshasa),Africa,12/1/2004,0,133,0,0,0
Congo (Brazzaville),Africa,12/1/2004,0,37,0,0,0.18
Cote d'Ivoire,Africa,12/1/2004,0,58,0,0,0
Djibouti,Africa,12/1/2004,0,0,0,0,0.112
Egypt,Africa,12/1/2004,0,37,0,0,0.134
Equatorial Guinea,Africa,12/1/2004,0,0,0,0,0.18
Eritrea,Africa,12/1/2004,0,91,0,0,0
Ethiopia,Africa,12/1/2004,0,34,0,0,0.07
Gabon,Africa,12/1/2004,0,0,0,0,0.18
"Gambia, The",Africa,12/1/2004,0,0,0,0,0.365
Ghana,Africa,12/1/2004,0,22,0,0,0
Guinea,Africa,12/1/2004,0,40,0,0,0
Guinea-Bissau,Africa,12/1/2004,0,0,0,0,0
Kenya,Africa,12/1/2004,0,47,0,0,0.125
Lesotho,Africa,12/1/2004,0,93,0,0,0.124
Liberia,Africa,12/1/2004,0,0,0,0,0.181
Libya,Africa,12/1/2004,0,0,0,0,0.061
Madagascar,Africa,12/1/2004,0,44,0,0,0.255
Malawi,Africa,12/1/2004,0,39,0,0,0.368
Mali,Africa,12/1/2004,0,41,0,0,0
Mauritania,Africa,12/1/2004,0,82,0,0,0.21
Mauritius,Africa,12/1/2004,0,46,0,0,0.21
Morocco,Africa,12/1/2004,0,12,0,0,0.115
Mozambique,Africa,12/1/2004,0,153,0,0,0.221
Namibia,Africa,12/1/2004,0,85,0,0,0.114
Niger,Africa,12/1/2004,0,35,0,0,0
Nigeria,Africa,12/1/2004,0,36,0,0,0.192
Rwanda,Africa,12/1/2004,0,18,0,0,0.165
Sao Tome and Principe,Africa,12/1/2004,0,192,0,0,0.298
Senegal,Africa,12/1/2004,0,59,0,0,0
Seychelles,Africa,12/1/2004,0,0,0,0,0.1
Sierra Leone,Africa,12/1/2004,0,26,0,0,0.221
Somalia,Africa,12/1/2004,0,0,0,0,0
South Africa,Africa,12/1/2004,0,38,0,0,0.113
South Sudan,Africa,12/1/2004,0,0,0,0,0
Sudan,Africa,12/1/2004,0,39,0,0,0
Swaziland,Africa,12/1/2004,0,0,0,0,0.113
Tanzania,Africa,12/1/2004,0,28,0,0,0.141
Togo,Africa,12/1/2004,0,65,0,0,0
Tunisia,Africa,12/1/2004,0,11,0,0,0
Uganda,Africa,12/1/2004,0,34,0,0,0.206
Zambia,Africa,12/1/2004,0,35,0,0,0.307
Zimbabwe,Africa,12/1/2004,0,97,0,0,2.789
Afghanistan,Asia,12/1/2004,0,9,0,0,0
Armenia,Asia,12/1/2004,0,18,0,0,0.186
Azerbaijan,Asia,12/1/2004,0,121,0,0,0.157
Bangladesh,Asia,12/1/2004,0,50,0,0,0.148
Bhutan,Asia,12/1/2004,0,62,0,0,0.15
Brunei,Asia,12/1/2004,0,0,0,0,0.055
Cambodia,Asia,12/1/2004,0,94,0,0,0
China,Asia,12/1/2004,0,48,0,0,0.056
Georgia,Asia,12/1/2004,0,25,0,0,0.221
Hong Kong SAR,Asia,12/1/2004,0,11,0,0,0.05
India,Asia,12/1/2004,0,89,0,0,0.109
Indonesia,Asia,12/1/2004,0,151,0,0,0.141
Japan,Asia,12/1/2004,0,31,0,0,0.018
Kazakhstan,Asia,12/1/2004,0,26,0,0,0
North Korea,Asia,12/1/2004,0,0,0,0,0
South Korea,Asia,12/1/2004,0,17,0,0,0.059
Kyrgyzstan,Asia,12/1/2004,0,21,0,0,0.293
Laos,Asia,12/1/2004,0,153,0,0,0.293
Macao SAR,Asia,12/1/2004,0,0,0,0,0.06
Malaysia,Asia,12/1/2004,0,37,0,0,0.06
Maldives,Asia,12/1/2004,0,9,0,0,0.13
Mongolia,Asia,12/1/2004,0,13,0,0,0.315
Myanmar,Asia,12/1/2004,0,0,0,0,0.15
Nepal,Asia,12/1/2004,0,31,0,0,0.085
Pakistan,Asia,12/1/2004,0,24,0,0,0.073
Philippines,Asia,12/1/2004,0,49,0,0,0.101
Singapore,Asia,12/1/2004,0,8,0,0,0.053
Sri Lanka,Asia,12/1/2004,0,48,0,0,0.095
Tajikistan,Asia,12/1/2004,0,0,0,0,0.203
Thailand,Asia,12/1/2004,0,33,0,0,0.055
Timor-Leste,Asia,12/1/2004,0,158,0,0,0.155
Turkmenistan,Asia,12/1/2004,0,0,0,0,0
Uzbekistan,Asia,12/1/2004,0,29,0,0,0
Vietnam,Asia,12/1/2004,0,51,0,0,0.097
Albania,Europe,12/1/2004,0,41,0,0,0.118
Andorra,Europe,12/1/2004,0,0,0,0,0
Austria,Europe,12/1/2004,0,25,0,0,0
Belarus,Europe,12/1/2004,0,79,0,0,0.169
Belgium,Europe,12/1/2004,0,34,0,0,0.067
Bosnia and Herzegovina,Europe,12/1/2004,0,63,0,0,0.103
Bulgaria,Europe,12/1/2004,0,32,0,0,0.089
Croatia,Europe,12/1/2004,0,29,0,0,0.117
Cyprus,Europe,12/1/2004,0,0,0,0,0.076
Czech Republic,Europe,12/1/2004,0,40,0,0,0.06
Denmark,Europe,12/1/2004,0,7,0,0,0
Estonia,Europe,12/1/2004,0,72,0,0,0.057
Faeroe Islands,Europe,12/1/2004,0,0,0,0,0
Finland,Europe,12/1/2004,0,14,0,0,0.037
France,Europe,12/1/2004,0,7,0,0,0.066
Germany,Europe,12/1/2004,0,45,0,0,0
Greece,Europe,12/1/2004,0,38,0,0,0
Hungary,Europe,12/1/2004,0,52,0,0,0.128
Iceland,Europe,12/1/2004,0,5,0,0,0.12
Ireland,Europe,12/1/2004,0,18,0,0,0.026
Isle of Man,Europe,12/1/2004,0,0,0,0,0
Italy,Europe,12/1/2004,0,13,0,0,0.055
Kosovo,Europe,12/1/2004,0,0,0,0,0.148
Latvia,Europe,12/1/2004,0,16,0,0,0.074
Liechtenstein,Europe,12/1/2004,0,0,0,0,0
Lithuania,Europe,12/1/2004,0,26,0,0,0.057
Luxembourg,Europe,12/1/2004,0,0,0,0,0
North Macedonia,Europe,12/1/2004,0,48,0,0,0.124
Malta,Europe,12/1/2004,0,0,0,0,0.053
Moldova,Europe,12/1/2004,0,30,0,0,0.209
Monaco,Europe,12/1/2004,0,0,0,0,0
Montenegro,Europe,12/1/2004,0,0,0,0,0
Netherlands,Europe,12/1/2004,0,9,0,0,0.028
Norway,Europe,12/1/2004,0,18,0,0,0.04
Poland,Europe,12/1/2004,0,31,0,0,0.076
Portugal,Europe,12/1/2004,0,78,0,0,0
Romania,Europe,12/1/2004,0,28,0,0,0.256
Russia,Europe,12/1/2004,0,30,0,0,0.114
San Marino,Europe,12/1/2004,0,0,0,0,0.071
Serbia,Europe,12/1/2004,0,56,0,0,0.155
Slovakia,Europe,12/1/2004,0,52,0,0,0.091
Slovenia,Europe,12/1/2004,0,60,0,0,0.087
Spain,Europe,12/1/2004,0,114,0,0,0
Sweden,Europe,12/1/2004,0,16,0,0,0.04
Switzerland,Europe,12/1/2004,0,18,0,0,0.032
Turkey,Europe,12/1/2004,0,6,0,0,0
Ukraine,Europe,12/1/2004,0,34,0,0,0.174
United Kingdom,Europe,12/1/2004,0,13,0,0,0.044
Bahrain,Middle East,12/1/2004,0,0,0,0,0.079
Iran,Middle East,12/1/2004,0,29,0,0,0.167
Iraq,Middle East,12/1/2004,0,77,0,0,0.129
